@relation activity_recognition_labeled

@attribute "X8" numeric
@attribute "Z3" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "YSTANDDEV" numeric
@attribute class{ "Sitting" , "Active" }

@data
0.08,0.13,2.18,1383.33,1733.33,3.16,?
0.15,0.13,2.16,3150,1175,3.47,?
0.11,0.07,2.06,2833.33,1700,3.29,?
0.15,0.09,2.13,1050,2275,3.62,?
0.11,0.15,2.11,1820,2525,3.61,?
0.14,0.06,2.09,2012.5,1000,3.93,?
0.11,0.07,2.12,2033.33,1525,3.9,?
0.14,0.12,2.04,3525,2716.67,3.98,?
0.14,0.08,2.16,2025,1840,3.75,?
0.13,0.07,2.09,1307.14,3025,3.72,?
0.1,0.09,2.09,2025,1525,3.83,?
0.11,0.05,2,1762.5,1750,3.96,?
0.12,0.09,2.05,2575,1350,3.89,?
0.12,0.07,2.07,2633.33,2225,4.03,?
0.1,0.06,2.08,1933.33,1316.67,3.91,?
0.1,0.11,2.02,2475,2250,3.91,?
0.12,0.06,2.04,1450,1283.33,4.15,?
0.14,0.07,2.17,1475,3350,4.16,?
0.1,0.08,2.1,1412.5,1720,4.21,?
0.14,0.05,2.06,1750,1737.5,4.11,?
0.13,0.09,2.14,2950,1325,4.46,?
0.08,0.06,2.04,1000,2300,4.89,?
0.1,0.09,2.11,1925,1166.67,4.3,?
0.1,0.14,2.26,1950,1142.86,4.02,?
0.12,0.1,2.25,1262.5,3050,3.9,?
0.15,0.11,2.03,2275,3575,4.01,?
0.08,0.13,2.21,1787.5,1800,3.79,?
0.07,0.11,2.23,2000,1775,3.28,?
0.11,0.11,2.28,2075,1562.5,3.45,?
0.12,0.13,2.22,3650,1037.5,3.55,?
0.06,0.12,2.29,1887.5,3225,3.38,?
0.04,0.09,2.38,3050,2325,3.03,?
0.13,0.16,3.57,3550,4725,2.77,?
0.11,0.07,3.34,750,2516.67,2.95,?
0.09,0.14,3.22,416.67,1125,2.99,?
0.11,0.05,2.79,150,2666.67,1.81,?
0.12,0.11,3.18,4700,2633.33,2.18,?
0.12,0.14,3.7,775,3725,2.73,?
0.1,0.1,3.32,2450,1112.5,3.22,?
0.08,0.09,3.29,1925,2133.33,3.01,?
0,0.01,0.24,200,150,8.7,?
0.09,0.12,3.14,3675,1783.33,2.6,?
0.12,0.1,3.04,3675,1700,2.79,?
0.11,0.1,3.18,883.33,2616.67,3.26,?
0.08,0.1,3.47,1725,1200,3.74,?
0.15,0.11,3.58,1133.33,1880,3.85,?
0.07,0.08,2.77,1716.67,2075,4.29,?
0.12,0.07,3.47,1775,2162.5,3.74,?
0.07,0.12,3.64,925,4150,3.34,?
0.12,0.11,3.37,850,1566.67,3.37,?
0.11,0.11,3.26,3825,1083.33,3.34,?
0.11,0.14,3.47,1733.33,1837.5,3.35,?
0.1,0.09,4.48,125,2716.67,4.33,?
0.11,0.12,3.69,1925,1550,3.86,?
0.16,0.14,3.82,1025,2975,3.24,?
0.19,0.09,3.63,2025,1637.5,2.94,?
0.12,0.11,3.72,2450,1580,4.32,?
0.1,0.11,3.83,2016.67,1487.5,4.14,?
0.05,0.09,3.74,1850,2125,4.01,?
0.04,0.08,3.77,2150,2225,3.7,?
0.09,0.09,3.61,2325,2550,4.2,?
0.06,0.06,3.58,2925,1033.33,4.07,?
0.35,0.12,0.98,580,350,0.16,?
0.16,0.07,1.02,125,580,0.06,?
0.06,0.03,2,2025,433.33,0.25,?
0.07,0.09,0.98,2400,1062.5,0.09,?
0.09,0.08,1.07,983.33,490.63,0.08,?
0.16,0.04,2.11,866.67,412.5,0.29,?
0.02,0,0.7,340,183.33,7.53,?
0.01,0,2.82,300,285.29,0.2,?
0.18,0,2.82,406.25,258.33,0.06,?
0.22,0,2.92,320,240,0.05,?
0.15,0,2.85,298.33,365.38,0.04,?
0.03,0,2.84,395.65,268.06,0.04,?
0.03,0,0.98,290.91,338.89,6.14,?
0,0.19,5.56,335.71,266.67,0.18,?
0.01,0.03,5.72,468.42,306.67,0.19,?
0.01,0.01,5.79,566.67,591.67,0.15,?
0.02,0.05,5.68,384.78,316.13,0.05,?
0.01,0.08,5.67,248.72,270,0.04,?
0.16,0.09,5.63,275.71,234.15,0.1,?
0.24,0.02,5.87,239.02,208.89,0.16,?
0.38,0.11,5.62,341.07,303.33,0.09,?
0,0.2,8.34,242.5,200,0.1,?
0,0.13,8.45,383.33,228.85,0.22,?
0,0.14,8.42,237.5,226.74,0.05,?
0,0.15,8.4,304.84,265.71,0.03,?
0,0.34,8.38,269.35,262.86,0.03,?
0,0.28,8.39,327.78,246.15,0.03,?
0,0.26,8.39,263.89,257.89,0.03,?
0,0.05,2.7,328.57,200,1.18,?
0.22,0.04,0.49,1475,2100,0.13,?
0.29,0.13,0.72,275,250,0.12,?
0.35,0.07,1,400,307.14,0.06,?
0.06,0.25,0.77,?,133.33,0.08,?
0.08,0.07,1.03,1216.67,1430,0.13,?
0.02,0.09,0.91,?,1070,0.06,?
0.11,0.05,1.03,450,225,0.14,?
0.09,0.14,0.86,900,625,0.06,?
0.03,0,0.31,?,125,7.31,?
0.07,0.11,1.44,4650,600,0.19,?
0.05,0.15,1.35,1033.33,600,0.04,?
0.05,0.18,1.4,3450,308.33,0.03,?
0.05,0.25,1.41,400,393.48,0.03,?
0.19,0.22,1.43,262.5,326.79,0.03,?
0.13,0.17,1.45,3850,576.67,0.04,?
0.16,0.03,1.17,1133.33,470,2.31,?
0,0.06,7.9,259.46,250,0.15,?
0,0.1,7.85,336.21,295.45,0.04,?
0,0.11,7.84,494.74,350,0.06,?
0,0.09,7.84,322.41,247.3,0.04,?
0,0.08,7.84,324.14,311.29,0.07,?
0,0.12,7.84,290.91,220,0.06,?
0,0.27,7.8,1133.33,295.16,0.06,?
0,0.36,7.81,386,229.27,0.04,?
0,0.29,7.8,324.14,273.53,0.06,?
0,0.39,7.78,375,309.68,0.07,?
0,0.44,7.79,365.38,329.31,0.04,?
0,0.51,7.79,370,298.44,0.03,?
0,0.39,7.79,382.61,263.51,0.03,?
0,0.39,7.8,465,262.16,0.04,?
0,0.43,7.79,368,204.44,0.03,?
0,0.45,7.79,368,275.76,0.03,?
0,0.07,1.86,180,238.89,1.83,?
0,0,8.24,406.82,289.06,0.1,?
0,0,8.27,282.26,270.83,0.04,?
0,0,8.25,320.69,272.22,0.03,?
0,0,8.24,257.35,315,0.03,?
0,0,8.24,452.5,300,0.03,?
0,0,8.26,301.56,277.14,0.03,?
0,0,8.26,351.79,336.21,0.03,?
0,0,8.25,371.15,388,0.04,?
0,0,8.24,357.41,308.33,0.03,?
0,0,8.25,390,256.58,0.03,?
0,0,8.23,389.58,265.28,0.03,?
0,0,8.24,359.62,438.64,0.03,?
0,0,8.26,408.7,317.24,0.05,?
0,0,8.26,359.26,321.67,0.04,?
0,0,7.57,373.81,463.16,0.2,?
0.03,0.09,-2.09,1300,3375,4.09,?
0.03,0.09,-1.81,1106.25,2225,4.01,?
0.03,0.11,-1.71,1300,3125,3.64,?
0.03,0.08,-1.83,1158.33,3475,4,?
0.07,0.08,-1.73,1118.75,2616.67,4.16,?
0.03,0.08,-1.42,1250,3025,4.14,?
0.1,0.12,-1.33,1275,2775,4.24,?
0.12,0.12,-1.38,1292.86,2800,4.14,?
0.06,0.15,-1.39,1166.67,875,4.09,?
0.09,0.09,-1.3,1350,1883.33,4.29,?
0.13,0.07,-1.22,1292.86,2850,4.05,?
0.1,0.12,-1.39,1131.25,2066.67,4.16,?
0.13,0.09,-1.14,1292.86,4525,4.14,?
0.11,0.09,-1.17,1491.67,3350,4.23,?
0.1,0.1,-1.16,1157.14,1725,4.1,?
0.08,0.08,-0.98,1830,2825,3.94,?
0.12,0.13,-1.11,1285.71,1125,4.14,?
0.13,0.07,-1.03,1257.14,2175,3.96,?
0.13,0.11,-1.13,1131.25,1700,4.14,?
0.12,0.07,-1.07,1093.75,2200,4.08,?
0.15,0.08,-1.26,1483.33,1675,4.09,?
0.13,0.09,-1.39,1271.43,1850,4.23,?
0.13,0.07,-1.35,1087.5,2175,4.64,?
0.16,0.09,-1.21,1264.29,4425,4.34,?
0.15,0.18,-1.19,1264.29,1675,4.45,?
0.11,0.15,-1.02,1441.67,3225,4.32,?
0.13,0.12,-0.86,1560,3900,4.05,?
0.11,0.1,-0.91,1278.57,2800,4.25,?
0.11,0.13,-0.99,1525,2225,4.18,?
0.14,0.13,-0.89,1516.67,2633.33,4.33,?
0.12,0.09,-0.84,1131.25,3950,4.34,?
0.1,0.12,-0.68,1166.67,2625,4.05,?
0.1,0.11,-1.55,1716.67,2400,8.12,?
0.06,0.11,-1.27,1650,4925,7,?
0.09,0.08,-0.61,1266.67,2025,6.49,?
0.12,0.12,-1.01,1625,1308.33,6.45,?
0.11,0.1,-0.34,1975,1150,6.55,?
0.11,0.11,-0.87,1650,4025,6.27,?
0.09,0.11,-0.52,1616.67,800,6.53,?
0.08,0.14,-0.57,1900,1290,6.73,?
0.13,0.08,-0.23,3175,3550,6.47,?
0.11,0.1,-0.58,1612.5,2212.5,6.47,?
0.11,0.1,-0.93,2750,3950,6.66,?
0.09,0.1,-0.45,3166.67,1575,6.74,?
0.09,0.11,-0.57,2025,2450,6.38,?
0.1,0.09,-0.65,3600,1591.67,6.45,?
0.11,0.1,-0.31,1975,3975,6.14,?
0.12,0.12,-0.29,2800,1100,6.73,?
0.11,0.13,-0.3,2162.5,2350,6.7,?
0.12,0.14,-0.39,1050,2725,6.75,?
0.09,0.12,-0.73,3900,1575,6.48,?
0.1,0.08,-0.03,1387.5,2383.33,6.31,?
0.13,0.1,-0.59,2475,2683.33,6.72,?
0.09,0.09,-0.54,1800,2000,6.83,?
0.09,0.09,-0.28,2000,766.67,6.3,?
0.11,0.09,-0.47,1191.67,1110,6.52,?
0.1,0.09,-0.34,1750,1710,6.86,?
0.09,0.12,-0.64,1135.71,3950,6.17,?
0.09,0.08,-0.36,2800,1580,6.2,?
0.12,0.06,-0.38,766.67,1975,5.97,?
0.04,0.06,-0.39,825,1075,6.29,?
0.08,0.08,-1.36,1285.71,2250,4.35,?
0.07,0.08,-1.28,1333.33,1562.5,4.51,?
0.11,0.09,-1.18,1314.29,1840,4.57,?
0.1,0.09,-1.27,1278.57,3375,4.4,?
0.12,0.13,-1.41,1316.67,1666.67,4.46,?
0.09,0.11,-1.3,1937.5,3300,4.32,?
0.07,0.13,-1.39,1508.33,3016.67,4.47,?
0.12,0.09,-1.42,1525,3400,4.36,?
0.12,0.1,-1.29,1712.5,2300,4.27,?
0.1,0.1,-1.51,1140,2700,4.25,?
0.11,0.09,-1.32,1156.25,2500,4.16,?
0.13,0.1,-1.42,1158.33,1725,4.35,?
0.1,0.1,-1.52,1975,3375,4.51,?
0.11,0.09,-1.36,1333.33,2866.67,4.42,?
0.1,0.09,-1.3,2025,2900,4.33,?
0.08,0.1,-1.12,1135.71,1250,4.42,?
0.13,0.11,-1.31,1366.67,1085.71,4.36,?
0.12,0.11,-1.44,1100,1925,4.61,?
0.11,0.07,-1.2,1425,3450,4.3,?
0.11,0.09,-1.24,1110,1408.33,4.26,?
0.1,0.12,-1.36,1316.67,2125,4.29,?
0.14,0.11,-1.19,1610,1712.5,4.4,?
0.11,0.13,-1.32,1780,1425,4.67,?
0.12,0.09,-1.33,1271.43,3625,4.58,?
0.1,0.1,-1.22,1508.33,1700,4.34,?
0.1,0.14,-1.05,1900,3450,4.06,?
0.08,0.1,-1.25,1150,4600,4.13,?
0.12,0.11,-1.21,1370,1700,4.21,?
0.11,0.09,-1.14,1307.14,1250,4.43,?
0.07,0.1,-1.05,2300,3175,4.3,?
0.11,0.09,-1.26,1500,3375,4.32,?
0.1,0.11,-1.1,1860,783.33,4.2,?
0.08,0.1,-0.94,1400,1725,3.84,?
0,0.01,-0.14,175,216.67,10.01,?
0.17,0.12,-0.64,1200,2225,8.81,?
0.19,0.12,-0.86,2825,3000,8.53,?
0.1,0.14,-0.95,3275,1625,7.88,?
0.14,0.12,-0.79,4450,1483.33,8.04,?
0.11,0.12,-0.61,1366.67,1650,8.55,?
0.14,0.11,-0.82,2000,1025,8.43,?
0.1,0.12,-1.16,1016.67,1612.5,8.6,?
0.1,0.1,-1.15,2550,1637.5,8.02,?
0.07,0.14,-1.03,2425,4050,6.98,?
0.1,0.1,-0.21,3225,1620,6.45,?
0.1,0.12,-0.2,2012.5,1125,6.65,?
0.11,0.11,-0.11,2000,2012.5,6.66,?
0.11,0.1,-0.25,2900,1625,6.29,?
0.08,0.07,-0.35,1412.5,2000,6.43,?
0.08,0.11,-0.06,1278.57,4875,6.97,?
0.09,0.1,-0.33,1187.5,3200,6.69,?
0.11,0.08,0.23,2775,2325,6.82,?
0.1,0.1,-0.27,1583.33,1675,6.87,?
0.07,0.1,-0.53,1610,3200,6.65,?
0.12,0.07,-0.27,3225,1610,6.92,?
0.07,0.11,-0.37,3183.33,2400,6.25,?
0.11,0.07,-0.16,3575,2162.5,7.12,?
0.11,0.09,-0.06,1633.33,1625,6.69,?
0.11,0.09,-0.19,1583.33,3150,6.97,?
0.09,0.1,-0.04,1225,1412.5,6.95,?
0.07,0.09,-0.11,888.89,3600,6.95,?
0.07,0.09,-0.3,1316.67,4375,6.81,?
0.08,0.06,-0.03,1883.33,2950,7.16,?
0.09,0.09,-0.37,800,1550,6.58,?
0.07,0.12,-0.13,2483.33,1650,6.87,?
0.14,0.12,-1.82,1383.33,4150,4.5,?
0.11,0.13,-2.23,2550,2400,4.41,?
0.08,0.08,-2.29,725,1975,4.41,?
0.09,0.13,-2.29,2900,2550,4.35,?
0.05,0.02,-0.7,1125,475,6.22,?
0.11,0.1,-1.17,3250,1000,4.03,?
0.11,0.13,-1.32,3025,2875,4.11,?
0.12,0.06,-1.41,3200,2166.67,3.93,?
0.11,0.11,-1.36,1625,3225,4.1,?
0.05,0.07,-0.85,2150,1183.33,4.23,?
0.13,0.13,-2.04,2866.67,625,4.66,?
0.1,0.08,-2.12,1800,1716.67,4.26,?
0.1,0.1,-2.44,4425,2150,4.39,?
0.09,0.09,-2.41,2216.67,4550,4.29,?
0,0.01,0.01,250,175,8.06,?
0.1,0.13,-0.79,3025,325,3.68,?
0.08,0.06,-0.94,2100,1350,3.74,?
0.13,0.14,-1.06,2725,1462.5,4.29,?
0.11,0.09,-1.02,950,2650,4.2,?
0.06,0.07,-0.23,1200,1412.5,4.91,?
0.09,0.14,-1.84,2475,2600,5.17,?
0.09,0.08,-1.59,1375,1016.67,5.05,?
0.12,0.14,-1.63,2683.33,875,5.07,?
0.12,0.07,-1.52,1400,2500,5.32,?
0.04,0.03,-0.17,516.67,1250,5.68,?
0.09,0.1,-0.61,2500,1775,4.19,?
0.09,0.08,-0.88,3850,3250,4,?
0.11,0.12,-0.87,4100,3166.67,4.08,?
0.1,0.1,-0.97,2850,3175,4.16,?
0.09,0.07,-0.74,1625,625,4.39,?
0.17,0.1,-2,1316.67,1000,4.61,?
0.09,0.09,-1.8,3750,2675,4.4,?
0.11,0.08,-1.94,2200,2783.33,4.49,?
0.06,0.13,-2,2850,450,4.68,?
0.03,0.05,-0.78,1625,1675,5.65,?
0.1,0.11,-0.78,1625,375,3.93,?
0.1,0.14,-0.77,2800,1450,4.01,?
0.09,0.08,-0.95,3400,3300,4.22,?
0.12,0.08,-0.99,1500,950,4.44,?
0.06,0.07,-0.54,1725,2350,5.89,?
0.04,0,1.73,240,213.64,1.66,?
0,0,4.59,251.28,226.25,0.1,?
0,0,4.58,281.82,253.95,0.04,?
0,0.03,4.11,352.38,316.67,0.27,?
0,0,3.92,298.48,251.47,0.06,?
0,0.07,4.01,324.14,300,0.07,?
0,0.27,4.06,236.25,286.76,0.03,?
0,0.47,4.09,289.39,308.06,0.02,?
0,0.37,4.1,277.27,383.33,0.13,?
0,0.05,4.17,311.67,295.45,0.09,?
0,0.14,4.16,351.85,284.85,0.03,?
0,0.19,4.15,221.59,236.25,0.03,?
0,0,4.18,304.69,250,0.03,?
0,0.05,4.18,282.35,328.33,0.03,?
0,0,4.2,313.33,285.29,0.03,?
0,0.04,4.18,250,278.57,0.05,?
0,0.02,1.23,342.86,211.54,1.67,?
0.07,0.01,0.55,?,416.67,0.12,?
0.1,0.04,0.9,?,962.5,0.09,?
0.1,0.1,0.74,?,655.56,0.05,?
0.11,0.03,0.72,?,365.38,0.05,?
0.1,0.1,0.71,?,362.5,0.05,?
0.02,0.11,0.68,?,2066.67,0.05,?
0.06,0.15,0.65,?,433.33,0.05,?
0.16,0.1,0.73,?,1900,0.07,?
0.03,0.02,0.24,?,700,6.75,?
0.18,0.46,6.47,244.74,300,0.19,?
0.16,0.37,6.49,284.85,248.61,0.04,?
0.08,0.12,6.52,293.55,317.74,0.05,?
0.02,0.09,6.54,289.39,275.71,0.03,?
0.15,0.15,6.52,277.94,251.32,0.07,?
0.36,0.42,6.49,312.5,355.56,0.04,?
0.34,0.29,6.51,290.91,277.94,0.06,?
0.46,0.29,6.5,400,251.28,0.04,?
0.02,0.03,2.52,188.89,231.25,1.74,?
0.01,0.02,0.78,1600,1350,0.37,?
0.3,0,2.47,2400,490,0.16,?
0.07,0.26,1.7,400,250,0.29,?
0,0.07,0.31,150,231.25,6.31,?
0.08,0.1,-1.38,1675,3750,4.29,?
0.12,0.09,-1.6,4525,2262.5,3.91,?
0.12,0.11,-1.52,1375,1650,3.94,?
0.11,0.12,-1.28,3900,3900,3.54,?
0.13,0.09,-1.46,2775,3925,3.78,?
0.12,0.14,-1.66,2700,2700,4.53,?
0.1,0.11,-1.52,1290,1280,4.51,?
0.12,0.12,-1.47,1625,2675,4.02,?
0.11,0.11,-1.48,2200,2200,4.47,?
0.13,0.14,-1.41,1700,1700,4.12,?
0.07,0.11,-1.17,2850,2850,3.98,?
0.08,0.06,-1.51,2650,2650,4.02,?
0.09,0.1,-1.47,1900,3800,4.09,?
0.12,0.08,-1.41,2533.33,2533.33,3.99,?
0.1,0.08,-1.65,2125,3600,4.34,?
0.11,0.08,-1.5,2850,2483.33,4.03,?
0.1,0.07,-1.34,1150,2600,3.92,?
0.07,0.1,-1.34,2225,2225,3.94,?
0.1,0.11,-1.52,1625,1625,4.32,?
0.1,0.09,-1.72,2500,3225,4.06,?
0.08,0.07,-1.55,1100,1100,4.18,?
0.1,0.11,-1.55,1650,2200,4.13,?
0.06,0.15,-1.92,1100,2175,4.06,?
0.08,0.1,-1.7,2150,1625,4.47,?
0.12,0.1,-1.53,2150,3225,4.35,?
0.1,0.13,-1.53,2175,1050,3.97,?
0.09,0.09,-1.49,2675,2150,4,?
0.12,0.11,-1.42,3375,1675,3.99,?
0.14,0.12,-1.17,2300,2300,4.06,?
0.14,0.12,-1.52,2233.33,2225,3.97,?
0.11,0.12,-1.6,3850,3850,3.7,?
0.1,0.15,-1.53,1912.5,2916.67,4.13,?
0.1,0.13,-1.72,2250,3900,3.9,?
0.13,0.07,-1.48,2200,2212.5,4.01,?
0.1,0.09,-1.39,2666.67,2225,3.47,?
0.01,0,0.75,600,200,6.1,?
0.12,0.07,-1.59,552.94,1400,9.11,?
0.1,0.06,-1.23,660.71,1962.5,8.65,?
0.13,0.12,-1.29,750,2200,8.61,?
0.08,0.1,-0.63,805,1890,8.45,?
0.1,0.12,-0.99,720.83,3975,8.41,?
0.11,0.11,-0.71,711.54,2350,8.64,?
0.06,0.09,0.16,578.13,1800,8.78,?
0.13,0.15,-0.14,573.33,1650,8.66,?
0.09,0.13,-0.27,779.17,1750,8.31,?
0.11,0.13,-0.32,675,1700,8.51,?
0.07,0.08,-0.31,707.69,1750,8.59,?
0.08,0.11,-0.44,657.69,4300,8.51,?
0.14,0.09,-0.36,657.69,1207.14,8.37,?
0.14,0.06,-0.77,667.86,2150,8.25,?
0.1,0.09,-0.57,603.13,2716.67,8.31,?
0.15,0.1,-0.16,562.5,1650,8.77,?
0.1,0.1,-0.27,685.71,1225,8.25,?
0.11,0.12,-0.32,733.33,2387.5,8.09,?
0.14,0.11,-0.49,692.31,1057.14,8.08,?
0.09,0.14,-0.68,754.17,1960,7.94,?
0.08,0.07,-0.45,730.77,2200,7.87,?
0.08,0.09,-0.86,665.38,1516.67,7.75,?
0.07,0.11,-0.77,646.67,1675,7.7,?
0.08,0.13,-1.16,632.14,3166.67,7.61,?
0.1,0.13,-0.94,680.77,2037.5,7.82,?
0.11,0.09,-0.6,630,1462.5,8.04,?
0.1,0.1,-1.02,535.29,2625,7.87,?
0.09,0.09,-1,596.67,2266.67,7.43,?
0.15,0.14,-0.84,738.46,2550,8.26,?
0.11,0.1,-0.53,678.57,1600,7.98,?
0.05,0.12,-0.77,669.23,1683.33,7.65,?
0.12,0.09,-0.89,745.83,1862.5,7.85,?
0.09,0.08,-0.79,730.77,1170,7.85,?
0.04,0.02,-0.23,825,1100,7.63,?
0.13,0.1,-1.58,1425,1925,4.08,?
0.14,0.07,-1.6,3850,2175,3.78,?
0.1,0.12,-1.76,1516.67,1150,3.68,?
0.09,0.15,-1.66,2875,2900,3.76,?
0.1,0.07,-1.47,1200,1175,3.64,?
0.1,0.1,-1.49,2683.33,2250,4.35,?
0.1,0.12,-1.72,1125,2825,4.44,?
0.11,0.11,-1.67,2300,1883.33,4.18,?
0.14,0.08,-1.55,1750,2700,3.96,?
0.14,0.11,-1.7,1675,1150,4.27,?
0.13,0.12,-1.64,1150,2983.33,4.3,?
0.12,0.08,-1.71,2616.67,1050,4.13,?
0.09,0.08,-1.47,2237.5,1466.67,4.08,?
0.13,0.09,-1.58,2300,2300,4.44,?
0.1,0.13,-1.55,3066.67,2300,4.18,?
0.13,0.08,-1.53,4025,1516.67,3.8,?
0.07,0.09,-1.43,1150,1675,3.82,?
0.08,0.08,-1.41,4125,2750,3.77,?
0.07,0.12,-1.45,3550,1750,3.6,?
0.1,0.11,-1.41,3025,2400,3.55,?
0.09,0.09,-1.31,1600,4700,3.73,?
0.08,0.09,-1.34,1750,1966.67,3.9,?
0.1,0.11,-1.3,2350,3500,3.71,?
0.07,0.09,-1.47,1775,2925,3.86,?
0.07,0.07,-1.4,3116.67,4675,4.06,?
0.07,0.1,-1.41,1625,1625,4.35,?
0.08,0.09,-1.42,1883.33,1125,4.13,?
0.12,0.1,-1.34,2275,2275,4.41,?
0.12,0.12,-1.2,2225,2225,4.36,?
0.14,0.12,-1.55,2875,3450,4.52,?
0.11,0.11,-1.4,3225,2150,4.83,?
0.14,0.13,-1.3,4375,1466.67,4.66,?
0.06,0.06,-0.8,1075,1625,4.95,?
0.15,0.08,-0.5,700,1866.67,8.66,?
0.23,0.12,-0.54,738.46,1100,7.64,?
0.19,0.15,-1.04,519.44,1730,7.7,?
0.25,0.07,-0.4,538.24,1183.33,8.29,?
0.19,0.08,-0.55,626.67,2416.67,7.97,?
0.2,0.12,-0.13,590.63,4725,8.45,?
0.14,0.12,-0.26,550,1800,8.66,?
0.19,0.08,-0.37,613.33,1416.67,8.57,?
0.21,0.09,-0.62,783.33,1625,7.74,?
0.19,0.1,-0.9,669.23,1812.5,7.54,?
0.17,0.14,-1.01,678.57,1100,7.45,?
0.16,0.11,-0.95,580,1262.5,7.6,?
0.17,0.1,-1.24,783.33,4025,7.41,?
0.15,0.13,-0.55,746.15,1750,7.96,?
0.15,0.12,-0.92,1235.71,1437.5,7.87,?
0.17,0.11,-1.05,2200,2183.33,7.75,?
0.06,0.08,-1.08,1116.67,2025,7.25,?
0.06,0.08,-1.27,1500,3000,7.72,?
0.03,0.08,-0.99,2975,2025,7.94,?
0.03,0.1,-1.32,3000,1500,7.71,?
0.05,0.08,-1.11,1490,2483.33,7.29,?
0.02,0.08,-1.26,3625,1208.33,7.75,?
0.02,0.13,-0.87,2925,2183.33,7.99,?
0.03,0.1,-0.62,1100,1091.67,8.2,?
0.01,0.09,-0.92,1200,1590,7.61,?
0.02,0.1,-0.63,1125,1700,8.19,?
0,0.06,-0.68,1712.5,1541.67,8.48,?
0.01,0.06,-0.86,2225,2225,7.82,?
0,0.12,-1.35,1800,2166.67,7.78,?
0,0.12,-1.41,3400,3950,7.78,?
0,0.14,-1.1,3600,1462.5,7.82,?
0,0.06,-0.39,2175,775,6.14,?
0.16,0.27,6.43,258.11,233.33,0.18,?
0.03,0.31,6.44,293.55,195.92,0.05,?
0.14,0.3,6.43,248.72,272.86,0.07,?
0.03,0,6.57,250,247.44,0.06,?
0.11,0.02,6.5,284.38,228.05,0.06,?
0.08,0.02,6.49,236.59,233.33,0.05,?
0.27,0.11,6.46,239.02,281.82,0.05,?
0.34,0.39,6.41,292.42,268.75,0.04,?
0.17,0.13,6.45,266.67,164.29,0.36,?
0.55,0.08,6.48,258.11,232.93,0.09,?
0.3,0.22,6.42,194.9,229.76,0.11,?
0.15,0.06,2.07,261.11,400,1.3,?
0.29,0.04,-0.98,?,?,0.11,?
0.21,0.1,-1,?,?,0.04,?
0.05,0.07,-1.01,?,?,0.03,?
0.03,0.07,-0.98,?,?,0.04,?
0.07,0.11,-1,?,?,0.04,?
0.04,0.1,-1.07,?,?,0.04,?
0.14,0.1,-1.11,?,?,0.07,?
0.08,0.03,-1.37,?,?,0.14,?
0,0,-0.01,?,?,9.34,?
0.04,0.07,6.44,345.65,262.86,0.25,?
0.3,0.11,6.22,1014.29,206.38,0.21,?
0.35,0.25,6.28,400,244.64,0.14,?
0.03,0.1,6.65,211.54,256.06,0.24,?
0,0,7.11,408.33,293.94,0.06,?
0.01,0.01,6.09,258.33,278.85,0.59,?
0.12,0.02,0.24,?,1300,0.42,?
0.27,0.06,-0.34,?,175,0.16,?
0.12,0.02,-0.2,?,1300,0.19,?
0.09,0.07,-0.1,?,900,0.17,?
0.02,0.11,-0.17,?,3125,0.09,?
0,0.14,-0.19,?,?,0.06,?
0.03,0.16,-0.04,?,116.67,0.14,?
0.08,0.14,-0.05,?,200,0.35,?
0.07,0.1,-1.31,2175,1300,7.56,?
0.06,0.07,-0.28,1200,1175,6.34,?
0.07,0.09,-2.74,2825,3375,6.07,?
0.05,0.12,-4.29,2300,1600,5.87,?
0.1,0.08,-1.92,550,3100,7.05,?
0.14,0.04,1.04,3200,2866.67,7.81,?
0.14,0.06,0.7,1075,1087.5,7.23,?
0.11,0.04,1.05,3575,1475,6.97,?
0.14,0.07,0.46,2075,3875,7.08,?
0.05,0.06,-0.56,1050,1925,6.73,?
0.14,0.08,-1.44,3425,525,7.22,?
0.11,0.08,-2.13,1075,4075,6.9,?
0.07,0.1,-0.81,1725,1650,6.46,?
0.09,0.11,-2.14,1825,375,6.51,?
0.11,0.07,-2.04,2150,2325,6.64,?
0.07,0.08,-0.53,875,375,6.14,?
0.09,0.16,-2.78,1050,1850,6.73,?
0.12,0.1,-2.07,2175,1150,7.06,?
0.11,0.1,-2.51,4650,4500,6.89,?
0.11,0.13,-2.16,750,925,6.76,?
0.08,0.11,-2.27,2883.33,1450,6.94,?
0.15,0.11,-1.93,1825,1250,7.09,?
0.13,0.14,-2.75,3200,2583.33,7.06,?
0.13,0.13,-3.13,1450,2616.67,7.27,?
0.13,0.16,-2.86,3575,1600,7.08,?
0.14,0.13,-2.89,3350,2700,7.03,?
0.13,0.1,-3.22,2400,1925,7.1,?
0.13,0.14,-3.52,2500,1950,7.28,?
0.14,0.08,-3.45,2333.33,2425,7.39,?
0.13,0.17,-3.71,1425,3450,7.25,?
0.14,0.14,-3.85,2875,4400,7.14,?
0.11,0.13,-3.44,4325,4700,6.81,?
0.1,0.12,-2.75,2166.67,1533.33,7.26,?
0.11,0.12,-2.69,1716.67,1983.33,7.01,?
0.09,0.13,-2.76,700,4025,7.28,?
0.09,0.11,-2.64,725,1625,7.02,?
0.1,0.12,-2.41,3300,1100,7.05,?
0.06,0.13,-2.77,2275,1050,6.81,?
